experiment,target,parameter,learner,learner_label,learner_model,quality_metric,method,method_label,confidence_level,coverage,avg_width,sd_ci_low,sd_ci_high,quality_value_mean,quality_value_sd,relative_width_rep_mean,relative_width_rep_sd,relative_width_rep_median,relative_width_rep_q25,relative_width_rep_q75,median_lambda,n_success,coverage_error,n_failed,classic_avg_width,relative_width
c_glm,income_threshold_logistic,age,dt,DT,Decision Tree Classifier,Brier,cross_ppi,Cross-PPI,0.9,0.85,0.007979594988751084,0.002434881547903367,0.0025024166058360826,0.11845529888543802,0.005032859342233894,0.8768645789551017,0.03084885964673393,0.8825185487383216,0.846650869547453,0.8981735100816609,,20,-0.050000000000000044,0,0.009103973256002923,0.8764958732155267
c_glm,income_threshold_logistic,age,dt,DT,Decision Tree Classifier,Brier,cross_ppi,Cross-PPI,0.95,0.9,0.009508273887053803,0.0024296726880783403,0.002510105274971447,0.11845529888543802,0.005032859342233894,0.8768645789551016,0.030848859646733836,0.8825185487383206,0.8466508695474533,0.8981735100816597,,20,-0.04999999999999993,0,0.010848053228330216,0.8764958732155265
c_glm,income_threshold_logistic,age,dt,DT,Decision Tree Classifier,Brier,cross_ppi,Cross-PPI,0.975,0.95,0.010873603389328888,0.002425212108123998,0.00251714629400818,0.11845529888543802,0.005032859342233894,0.8768645789551016,0.03084885964673381,0.8825185487383204,0.8466508695474535,0.8981735100816601,,20,-0.025000000000000022,0,0.012405766782948807,0.8764958732155265
c_glm,income_threshold_logistic,age,dt,DT,Decision Tree Classifier,Brier,naive_ml,Naive ML,0.9,0.05,0.001702811585653105,0.008412498174406683,0.008512854999510003,0.11845529888543802,0.005032859342233894,0.18719165919214592,0.022309722305821376,0.18316462018826435,0.1706138745640905,0.1928846322023655,,20,-0.85,0,0.009103973256002923,0.1870404863646008
c_glm,income_threshold_logistic,age,dt,DT,Decision Tree Classifier,Brier,naive_ml,Naive ML,0.95,0.05,0.002029025151935958,0.008403059091872753,0.008522639186465139,0.11845529888543802,0.005032859342233894,0.18719165919214564,0.022309722305821292,0.1831646201882634,0.17061387456409038,0.19288463220236526,,20,-0.8999999999999999,0,0.010848053228330216,0.1870404863646005
c_glm,income_threshold_logistic,age,dt,DT,Decision Tree Classifier,Brier,naive_ml,Naive ML,0.975,0.05,0.0023203806528085515,0.008394654680277377,0.008531402836719177,0.11845529888543802,0.005032859342233894,0.1871916591921457,0.02230972230582149,0.18316462018826385,0.17061387456409036,0.19288463220236501,,20,-0.9249999999999999,0,0.012405766782948807,0.1870404863646006
c_glm,income_threshold_logistic,age,dt,DT,Decision Tree Classifier,Brier,ppi,PPI,0.9,0.85,0.009315973227434073,0.0029632007897590212,0.00314487178646975,0.11845529888543802,0.005032859342233894,1.023784953174515,0.048236509319697723,1.0406678756169634,0.9841003770108243,1.0623808534996422,,20,-0.050000000000000044,0,0.009103973256002923,1.0232865327555045
c_glm,income_threshold_logistic,age,dt,DT,Decision Tree Classifier,Brier,ppi,PPI,0.95,0.85,0.011100666775165184,0.0029480469140306643,0.0031643674903582475,0.11845529888543802,0.005032859342233894,1.0237849531745147,0.048236509319697994,1.0406678756169634,0.9841003770108239,1.0623808534996424,,20,-0.09999999999999998,0,0.010848053228330216,1.0232865327555045
c_glm,income_threshold_logistic,age,dt,DT,Decision Tree Classifier,Brier,ppi,PPI,0.975,0.9,0.012694654077497097,0.0029348670276643806,0.003182067116266249,0.11845529888543802,0.005032859342233894,1.0237849531745147,0.048236509319697946,1.040667875616963,0.9841003770108234,1.0623808534996428,,20,-0.07499999999999996,0,0.012405766782948807,1.0232865327555047
c_glm,income_threshold_logistic,age,dt,DT,Decision Tree Classifier,Brier,ppi_plus_plus_v1,PPI++V1,0.9,0.85,0.009011855411615916,0.0025729108679311092,0.002661030981816403,0.11845529888543802,0.005032859342233894,0.9902792448644574,0.0333544043520197,0.9993076719354809,0.9704840193123629,1.0096253692269836,,20,-0.050000000000000044,0,0.009103973256002923,0.9898815778785085
c_glm,income_threshold_logistic,age,dt,DT,Decision Tree Classifier,Brier,ppi_plus_plus_v1,PPI++V1,0.95,0.9,0.01073828804656956,0.002565835823301466,0.0026707837237575703,0.11845529888543802,0.005032859342233894,0.9902792448644572,0.033354404352019876,0.9993076719354814,0.9704840193123625,1.0096253692269839,,20,-0.04999999999999993,0,0.010848053228330216,0.9898815778785083
c_glm,income_threshold_logistic,age,dt,DT,Decision Tree Classifier,Brier,ppi_plus_plus_v1,PPI++V1,0.975,1.0,0.012280239997898151,0.0025597260829303176,0.002679680023756433,0.11845529888543802,0.005032859342233894,0.9902792448644572,0.03335440435201995,0.9993076719354815,0.9704840193123622,1.0096253692269834,,20,0.025000000000000022,0,0.012405766782948807,0.9898815778785084
c_glm,income_threshold_logistic,age,dt,DT,Decision Tree Classifier,Brier,ppi_plus_plus_v2,PPI++V2,0.9,0.85,0.009035878173590106,0.002577526278910705,0.002693656287513337,0.11845529888543802,0.005032859342233894,0.9928114156848565,0.03372557238894572,1.0020900760291913,0.9705006504745994,1.0135590441973497,0.55,20,-0.050000000000000044,0,0.009103973256002923,0.9925202897132945
c_glm,income_threshold_logistic,age,dt,DT,Decision Tree Classifier,Brier,ppi_plus_plus_v2,PPI++V2,0.95,0.9,0.010766912933007543,0.0025680462677621302,0.002706339665246252,0.11845529888543802,0.005032859342233894,0.9928114156848565,0.03372557238894588,1.0020900760291913,0.9705006504745989,1.01355904419735,0.55,20,-0.04999999999999993,0,0.010848053228330216,0.9925202897132943
c_glm,income_threshold_logistic,age,dt,DT,Decision Tree Classifier,Brier,ppi_plus_plus_v2,PPI++V2,0.975,1.0,0.012312975241527916,0.002559834102104171,0.002717885677141116,0.11845529888543802,0.005032859342233894,0.9928114156848566,0.03372557238894593,1.0020900760291918,0.970500650474599,1.013559044197349,0.55,20,0.025000000000000022,0,0.012405766782948807,0.9925202897132945
c_glm,income_threshold_logistic,age,gb,GB,Histogram Gradient Boosting Classifier,Brier,cross_ppi,Cross-PPI,0.9,0.85,0.007435684822004983,0.0021219592040882932,0.0021821154478347668,0.10633936578016272,0.003262852149157749,0.8170710736820725,0.027217000523202806,0.8173886300682836,0.8042604493422985,0.8367033962887058,,20,-0.050000000000000044,0,0.009103973256002923,0.8167516108532157
c_glm,income_threshold_logistic,age,gb,GB,Histogram Gradient Boosting Classifier,Brier,cross_ppi,Cross-PPI,0.95,0.95,0.00886016494886013,0.002117387180158367,0.0021890287942757185,0.10633936578016272,0.003262852149157749,0.8170710736820725,0.0272170005232028,0.8173886300682833,0.8042604493422978,0.8367033962887049,,20,0.0,0,0.010848053228330216,0.8167516108532156
c_glm,income_threshold_logistic,age,gb,GB,Histogram Gradient Boosting Classifier,Brier,cross_ppi,Cross-PPI,0.975,0.95,0.010132430003842754,0.0021134848175923815,0.002195367402754185,0.10633936578016272,0.003262852149157749,0.8170710736820725,0.027217000523202802,0.8173886300682831,0.8042604493422973,0.8367033962887052,,20,-0.025000000000000022,0,0.012405766782948807,0.8167516108532157
